Iteration;Oil_Price_USD;Sanctions_Years;RUB_EUR;Industrial_Growth_pct;Win_Rate_pct;CAPEX_Overrun;Revenue_M_EUR_yr;NPV_M_EUR;ROI_5yr_pct;Payback_Years
9243;69.7569;4.7548;134.8687;3.3976;51.6956;0.8;0.9681;-11.3822;-59.6614;12.3951
9244;50.0788;2.9539;91.292;5.8495;81.0813;1.4536;1.9521;-19.4011;-55.2351;11.1695
9245;64.6055;6.5196;86.1542;4.96;83.8236;0.948;1.531;-11.137;-46.1675;9.2881
9246;56.2576;1.6404;90.163;4.0521;81.6038;1.1335;2.4034;-9.4986;-29.3213;7.0743
9247;76.9022;5.5274;75.8019;4.7419;46.7179;1.0991;1.1983;-16.1219;-63.6583;13.7583
9248;52.1604;3.8926;72.4564;6.191;58.1356;0.9769;1.6933;-10.3626;-42.2221;8.6538
9249;93.9363;5.7728;66.2729;5.1878;35.9863;0.9084;1.0388;-13.0803;-61.8823;13.1173
9250;39.8396;7.8037;71.7215;1.3633;80.2923;0.9334;1.4778;-10.858;-47.2235;9.4739
9251;55.4826;5.9229;150.3804;5.9368;70.2531;0.8;0.9827;-11.3729;-59.0559;12.2118
9252;100.1896;3.9083;84.147;5.822;65.0639;0.8;2.3056;-2.8142;-3.9316;5.2046
9253;62.1675;2.3936;60.0;4.0314;70.7205;0.9065;2.8968;-1.0701;6.5186;4.694
9254;46.3322;6.4115;86.3498;4.7751;37.6038;1.0101;0.6201;-18.1341;-79.5375;24.4349
9255;73.9433;4.0114;67.1928;4.7691;61.907;1.1258;2.3194;-10.1586;-31.324;7.2806
9256;61.4429;1.8374;101.4982;1.6308;50.5559;0.8914;1.3566;-11.0132;-49.2721;9.8565
9257;54.9543;5.6776;98.7984;3.9975;46.9492;1.1462;0.8924;-19.8454;-74.0461;19.2649
9258;50.2743;3.1377;101.4069;4.0555;65.9674;0.9553;1.9473;-8.3981;-32.0545;7.3588
9259;119.8307;1.5775;98.987;4.3619;66.4855;0.9304;2.2726;-6.2258;-18.577;6.1408
9260;65.4721;7.457;91.1032;3.8112;66.8352;1.0104;1.0377;-15.7626;-65.7674;14.6059
9261;35.3398;4.1371;69.4909;5.5943;74.9303;1.1581;2.6975;-9.2194;-22.3602;6.44
9262;96.8868;3.0851;98.151;3.3863;63.3733;0.9542;1.9969;-8.198;-30.2453;7.168
9263;80.9993;5.6572;129.0115;5.9651;74.4564;1.0757;1.0289;-16.6373;-68.1175;15.6826
9264;56.2036;7.2455;157.3682;5.5236;54.0412;1.1608;0.505;-22.1226;-85.4994;34.4814
9265;53.2039;0.5854;94.2238;6.6406;55.041;1.1151;2.7803;-7.1021;-16.8908;6.0162
9266;82.1225;5.4439;96.8117;7.2007;64.7191;0.875;1.3899;-11.1258;-47.051;9.443
9267;65.5555;6.0638;113.3269;7.2107;40.1955;0.9085;0.5959;-15.9133;-78.1384;22.8712
9268;35.3324;2.7329;145.2535;2.8216;45.0709;1.1238;0.6769;-20.2625;-79.9216;24.9024
9269;102.1703;4.1742;88.5525;5.1163;13.4308;0.9733;0.4317;-18.4636;-85.2154;33.8189
9270;62.1882;1.9562;118.906;3.5233;57.1491;0.8557;1.1933;-11.4089;-53.5133;10.7558
9271;96.9203;5.8962;81.4073;9.5204;64.4764;1.0089;1.8036;-10.4769;-40.4131;8.3911
9272;93.0118;6.815;108.5958;5.5211;43.5684;1.1683;0.6786;-21.0176;-80.6394;25.8256
9273;51.9818;2.1029;127.4624;6.7245;62.6442;1.2006;1.3124;-17.4262;-63.563;13.7223
9274;88.5974;6.5064;72.418;5.2531;74.1329;1.2266;2.0469;-14.0347;-44.3723;8.9883
9275;58.274;6.1025;87.6967;0.6468;66.4085;1.0064;1.1958;-14.4765;-60.3928;12.624
9276;36.3994;3.4098;126.9592;3.4247;79.3205;1.0794;1.367;-15.1224;-57.7844;11.844
9277;62.3572;5.4617;116.6538;3.5716;84.9408;1.2473;1.1983;-19.7287;-67.9762;15.6134
9278;77.1575;0.5338;129.5616;4.0148;41.4132;0.8801;1.0716;-12.549;-59.4156;12.32
9279;61.6707;7.8703;123.6284;5.1394;73.6181;1.2159;0.7747;-21.7396;-78.7633;23.5442
9280;64.4731;4.532;91.8259;5.352;48.9081;1.1498;1.1476;-17.6924;-66.7318;15.0293
9281;90.5842;4.9753;173.2902;0.659;31.9575;1.1508;0.3373;-22.9853;-90.2291;50.0
9282;71.9169;5.2777;103.482;4.2446;16.7023;0.8;0.2862;-15.685;-88.0743;41.9262
9283;54.8206;4.5992;60.0;3.8712;51.5839;0.896;1.6195;-9.0785;-39.7492;8.2986
9284;82.6365;6.9137;93.1847;6.6716;68.4971;0.884;1.303;-10.6473;-50.8655;10.1761
9285;73.5582;4.9054;88.9325;5.4884;47.7075;1.3293;1.0988;-22.1859;-72.4455;18.1459
9286;30.0;7.5233;121.9953;4.3254;63.5751;0.8379;0.9324;-12.3982;-62.9079;13.48
9287;77.7104;4.7298;89.3333;4.9355;68.5732;0.8079;1.5567;-8.2936;-35.7757;7.7852
9288;77.0529;2.516;131.6192;2.0695;54.0116;0.8;1.158;-10.3484;-51.7501;10.3627
9289;70.3622;7.6025;114.9727;5.592;53.9499;0.928;0.6818;-15.9233;-75.5077;20.4146
9290;86.0506;5.3987;77.8783;4.0067;64.4727;1.084;1.7649;-12.0964;-45.7275;9.2128
9291;57.8969;5.5278;96.5515;3.3889;78.9281;1.4437;1.6942;-21.339;-60.8829;12.7821
9292;76.057;9.0174;82.3754;6.5713;45.2831;0.9265;0.8193;-15.2036;-70.5204;16.9609
9293;41.7947;1.8364;104.7273;5.0104;19.8818;0.8593;0.5288;-15.5686;-79.4875;24.3754
9294;77.3276;3.8357;82.2528;3.6019;55.2533;1.3658;1.6587;-19.7231;-59.5184;12.3513
9295;105.1551;2.883;101.8783;3.6934;51.6567;1.4082;1.5116;-20.867;-64.2208;13.9746
9296;52.0926;5.0425;93.4189;5.1489;51.8786;0.8;1.1062;-10.6218;-53.9099;10.8483
9297;56.3236;6.4157;96.2659;5.0323;63.9575;0.9017;1.3378;-11.5441;-50.5444;10.1101
9298;57.2197;8.5032;166.9852;4.6441;69.9666;1.0441;0.5177;-19.5413;-83.4721;30.2519
9299;72.34;3.9776;91.382;2.795;34.1764;1.0382;0.787;-17.6613;-74.7328;19.7885
9300;50.8653;6.2295;61.6555;3.0168;32.9817;1.5576;0.73;-29.3293;-84.3772;32.0045
9301;77.5825;7.6514;128.9116;3.4775;81.6271;0.8956;1.0349;-12.8885;-61.485;12.982
9302;85.2431;5.411;128.6582;4.3058;65.5751;0.8;0.9549;-11.4444;-60.2118;12.5666
9303;79.6182;2.901;60.9732;4.538;74.0979;0.8566;3.0814;1.4137;19.9106;4.1698
9304;38.1685;4.8934;83.9268;4.36;79.8624;1.2435;2.1021;-13.1657;-43.6505;8.8732
9305;87.913;8.5864;111.511;4.4286;46.398;0.9973;0.6847;-17.3854;-77.1144;21.8478
9306;86.8726;9.0902;114.0026;7.4219;39.3915;1.3774;0.6273;-26.0368;-84.8184;32.9346
9307;84.9429;5.1232;99.882;5.8739;46.0086;1.138;0.93;-19.4179;-72.7587;18.3545
9308;76.7112;7.2586;100.4466;6.3823;72.6424;0.8732;1.1775;-11.9945;-55.0484;11.1231
9309;73.9634;2.6814;79.085;5.2964;72.862;1.1883;2.3919;-10.8317;-32.9076;7.4524
9310;88.583;2.9175;60.0;4.7086;53.0259;1.2719;2.5988;-11.4412;-31.8928;7.3414
9311;104.6232;8.23;166.9254;5.2149;75.5309;1.3387;0.6478;-25.2776;-83.8702;30.9985
9312;52.8453;2.2922;78.4925;4.9387;51.3325;0.8;2.4143;-2.3135;0.5978;4.9703
9313;89.4063;2.6304;104.5114;5.812;30.4267;1.0577;0.8027;-18.0099;-74.7051;19.7668
9314;68.4481;3.7925;96.1066;3.1373;24.3746;0.8001;0.7777;-12.5382;-67.5998;15.432
9315;67.6659;4.7758;125.1446;5.6871;56.9378;0.9426;0.9272;-14.7219;-67.2114;15.2492
9316;42.3424;4.8671;102.9141;4.8506;46.2576;0.9544;0.7433;-15.9886;-74.0392;19.2598
9317;64.8738;3.1383;103.9105;1.8894;47.6583;1.058;1.0239;-16.9;-67.7419;15.5
9318;52.0492;7.7024;60.0;4.7286;70.0999;1.1009;1.896;-12.029;-42.592;8.7096
9319;61.6506;7.6239;81.1935;2.6407;52.6516;0.8863;0.8804;-14.04;-66.8866;15.0996
9320;50.2326;3.6417;120.4613;3.7975;41.6372;1.2758;0.6818;-23.7042;-82.1853;28.0666
9321;61.9196;3.8665;117.7822;4.3612;52.8076;1.3057;0.8943;-22.9598;-77.169;21.9
9322;62.69;5.5521;78.8271;2.3393;42.7763;1.038;0.9028;-17.21;-71.0076;17.2459
9323;71.7416;5.266;67.4012;4.5194;51.529;1.4121;1.4062;-21.9274;-66.8048;15.0624
9324;40.9345;3.5908;103.2151;4.7027;93.2635;0.9843;1.8524;-9.6505;-37.2666;7.9702
9325;43.9807;3.7588;60.0;5.7326;59.827;0.8;1.9767;-4.801;-17.6367;6.0707
9326;76.5145;3.4155;75.0385;3.9194;70.8315;0.8317;2.4095;-3.0763;-3.4247;5.1773
9327;55.6461;2.8644;155.277;5.0117;53.2895;0.915;0.9646;-14.0509;-64.8612;14.2293
9328;89.3415;3.9972;143.5146;4.4569;27.0852;1.2021;0.4099;-23.6824;-88.6341;43.9912
9329;74.0549;5.4336;112.9542;3.9726;55.1772;0.8218;0.9211;-12.5129;-62.6381;13.3826
9330;80.9217;5.8576;107.9863;2.0941;66.5136;0.9879;1.0813;-14.8822;-63.5124;13.7033
9331;95.3925;6.1653;61.4134;4.4326;71.5811;1.6417;2.08;-22.5406;-57.7685;11.8395
9332;64.4252;3.5517;83.0966;5.7168;44.5444;1.0475;1.1615;-15.607;-63.0375;13.5272
9333;59.6592;6.0438;92.8865;3.1994;70.8023;1.3793;1.2115;-22.715;-70.7209;17.077
9334;85.6906;0.8934;83.5393;4.2733;76.7043;0.8;3.2356;3.1385;34.8171;3.7087
9335;79.1712;4.1029;91.6163;4.4943;63.3352;0.8;1.4467;-8.1963;-39.7189;8.2945
9336;66.6281;6.2979;138.3762;6.2537;54.7727;0.8;0.8277;-12.4564;-65.5121;14.4979
9337;95.0462;5.04;87.3318;4.6452;50.5309;1.242;1.2659;-19.3566;-66.0235;14.716
9338;66.1796;4.0861;91.8297;5.0321;65.1625;0.9545;1.7246;-10.0243;-39.7697;8.3015
9339;70.5899;5.1388;120.3077;4.587;61.5196;0.9365;1.0008;-14.0499;-64.3791;14.0367
9340;70.382;7.5124;70.1265;3.8615;63.8716;1.4114;1.7641;-19.6251;-58.335;12.0005
9341;53.1773;4.6301;81.0543;2.8983;67.856;1.2432;1.691;-16.6211;-54.6579;11.0273
9342;71.3965;6.3511;83.1578;4.1724;59.7812;1.0978;1.37;-15.5639;-58.4014;12.0196
9343;95.1417;8.8684;101.3995;5.19;45.6042;1.2709;0.6146;-23.9978;-83.8802;31.0178
9344;78.0094;5.5751;91.7374;4.7846;51.8965;0.9698;1.2065;-13.6359;-58.5329;12.0577
9345;70.5591;4.6733;92.4654;6.8193;51.4996;1.0722;1.278;-15.0635;-60.2695;12.5848
9346;67.0882;1.4436;84.6865;6.0188;72.7902;0.8;2.6593;-1.5719;10.8046;4.5124
9347;75.9556;3.5504;76.5131;6.4608;38.2666;0.8583;1.2775;-11.0234;-50.3849;10.0776
9348;83.4958;4.6243;116.4493;1.5516;76.6151;0.948;1.3529;-12.4696;-52.4297;10.5108
9349;80.9663;6.3277;91.9017;6.969;67.1484;0.9948;1.2953;-13.943;-56.5972;11.52
9350;64.0264;3.8872;116.7372;5.0002;66.0117;1.2182;1.4483;-17.7384;-60.3711;12.6171
9351;75.8461;8.3702;75.7367;5.2134;44.1606;1.281;0.7222;-23.4317;-81.2068;26.6053
9352;78.6389;3.0411;84.6783;5.944;57.2606;1.7716;2.3465;-23.4101;-55.8485;11.3246
9353;51.8705;5.8786;94.6205;4.632;77.691;1.5843;1.3442;-25.9176;-71.7167;17.6783
9354;73.0281;3.7843;96.8539;2.9944;72.552;1.2572;1.6324;-17.0636;-56.7187;11.5523
9355;31.0965;4.1535;120.7548;6.7711;77.6588;0.8;1.3223;-9.3737;-44.9044;9.0751
9356;78.6856;6.376;89.7962;3.4477;46.3582;1.3316;0.8331;-24.0941;-79.1461;23.9764
9357;81.8862;3.1588;120.5248;3.1214;40.0988;1.4597;0.7831;-27.1527;-82.1174;27.9601
9358;83.4558;2.0163;109.827;4.2485;92.2003;1.0284;3.0488;-3.0442;-1.1807;5.0597
9359;62.8892;4.3517;97.364;4.021;69.533;0.8;1.6309;-7.1869;-32.0454;7.3579
9360;75.5628;4.4022;78.8341;4.6057;54.2092;1.0422;1.3759;-13.7289;-55.9914;11.3614
9361;95.6312;6.3274;120.8305;4.4527;64.7001;1.1958;1.0625;-19.7869;-70.3833;16.8824
9362;95.4479;8.5485;79.3276;6.6207;69.4669;1.0504;1.5375;-12.82;-51.2117;10.2484
9363;69.4749;1.646;99.4694;5.289;74.0149;0.9221;2.7969;-2.4879;1.101;4.9455
9364;72.5078;4.7892;98.6605;3.3133;77.5752;0.9851;1.756;-10.979;-40.5788;8.4145
9365;89.9964;5.3962;94.9544;3.5192;52.815;1.2948;1.0682;-21.6337;-72.5016;18.1829
9366;42.9856;9.0283;90.7257;4.0177;39.431;1.0996;0.4345;-21.3118;-86.8296;37.9639
9367;64.1846;8.0461;81.4224;4.0237;77.059;1.3426;1.1883;-21.8977;-70.4972;16.9476
9368;94.0403;5.6271;66.7488;3.8279;67.3507;1.2433;2.0146;-13.7803;-45.9878;9.2572
9369;87.5536;4.3608;142.0418;2.9474;66.8365;0.962;1.0345;-14.5936;-64.1531;13.9482
9370;76.6467;2.4586;88.4325;5.0356;42.8388;1.1829;1.3055;-17.7853;-63.2135;13.5919
9371;42.895;3.6006;96.8479;3.9166;56.7035;1.3508;1.1043;-22.4165;-72.7501;18.3487
9372;69.1016;4.7474;96.7;3.1723;72.0712;1.0306;1.5415;-13.054;-50.141;10.0283
9373;59.3815;5.7252;131.5085;5.3282;46.3534;1.1441;0.5993;-21.1415;-82.5382;28.634
9374;75.9587;5.076;162.1414;5.8717;73.7338;0.8;0.9309;-11.8774;-61.2139;12.8912
9375;55.4318;5.6399;104.0771;4.2315;69.5179;0.9155;1.6603;-9.5496;-39.5463;8.2708
9376;51.537;3.8387;96.151;7.2722;53.6971;0.9709;1.32;-13.0584;-54.6822;11.0332
9377;32.8324;5.7441;75.5131;7.9233;53.1801;0.815;1.3691;-9.2793;-44.0002;8.9286
9378;91.9925;2.3477;69.7051;5.3453;72.806;1.0267;3.1689;-3.004;2.8883;4.8596
9379;62.8041;2.4651;64.179;3.8968;35.6987;1.4039;1.8312;-19.1865;-56.5205;11.4997
9380;72.8286;2.4665;81.9582;5.0034;61.1584;1.0638;1.929;-11.3989;-39.5579;8.2724
9381;69.9597;7.306;60.0;2.7633;62.0352;1.3067;1.5236;-19.1733;-61.133;12.8644
9382;50.7862;1.8438;130.9581;3.2922;64.5332;1.1524;1.1832;-17.4252;-65.776;14.6096
9383;47.3368;6.3669;111.1571;2.076;67.8645;1.4107;1.04;-24.3914;-75.4258;20.3465
9384;51.9043;2.8553;93.9028;3.6573;79.1309;0.9877;2.0197;-8.6995;-31.8362;7.3353
9385;56.983;4.0545;131.9623;2.7512;91.2202;0.8747;1.2772;-11.0346;-51.3287;10.273
9386;76.5989;7.6359;76.5069;5.5361;64.1554;1.1695;1.4199;-16.5382;-59.5289;12.3545
9387;55.6771;4.7526;81.4651;3.4763;20.0705;0.8;0.458;-14.5412;-80.9185;26.2034
9388;101.4368;2.7339;61.6653;5.0149;57.8277;1.1268;2.6113;-8.9578;-22.7518;6.4726
9389;88.4887;3.1001;121.3597;5.7219;66.6118;0.8;1.4558;-7.9184;-39.3435;8.2431
9390;84.5505;7.6999;81.6617;6.357;66.4718;0.8399;1.5288;-8.115;-39.3276;8.241
9391;67.8461;3.8279;100.3932;4.0699;42.663;1.0726;1.1305;-16.1816;-64.8682;14.2321
9392;97.2571;4.7592;128.4853;5.066;73.3947;0.8;1.2443;-9.6038;-48.1548;9.6441
9393;66.0759;4.0071;140.8764;5.1138;32.9168;0.9213;0.5149;-16.7834;-81.3704;26.839
9394;69.4373;3.5709;99.274;6.5081;44.4966;0.8;1.1634;-9.933;-51.5241;10.3144
9395;73.0595;2.8028;110.0824;5.7753;47.8182;1.1529;1.3414;-16.9306;-61.2161;12.8919
9396;82.6328;5.4318;79.7748;6.555;82.6069;1.255;2.3364;-12.7877;-37.9466;8.0576
9397;81.4643;5.6714;152.3246;2.103;37.1116;1.0007;0.4223;-19.3966;-85.9311;35.5394
9398;61.4477;3.0559;95.9313;3.6036;61.4418;1.5518;1.4105;-24.7807;-69.702;16.5027
9399;60.4061;6.2542;102.0274;6.1477;73.5002;0.9542;1.1211;-13.8755;-60.8368;12.7671
9400;81.5183;6.8898;90.3289;5.4711;47.259;0.8;0.8364;-12.3026;-65.1483;14.3465
9401;82.8743;7.7032;134.9605;4.4124;52.5329;0.8;0.5822;-13.7665;-75.743;20.6126
9402;62.9197;2.4567;105.1164;3.8889;82.7279;0.9713;1.8886;-8.9379;-35.1893;7.7148
9403;41.4306;3.1964;120.9532;5.783;74.7714;1.0668;1.4469;-14.1741;-54.7915;11.0599
9404;66.2683;6.9526;109.2523;1.6306;57.8727;1.648;0.8949;-30.4385;-81.8998;27.6241
9405;81.2235;2.6715;94.6388;5.7883;56.0314;0.8074;1.6863;-6.8144;-30.3805;7.1819
9406;102.4975;0.787;126.1583;4.736;72.616;0.8813;2.0653;-6.1778;-21.8815;6.4005
9407;48.4368;7.0691;109.0165;3.8667;79.4888;1.1003;0.9242;-18.1833;-72.0025;17.8587
9408;62.3217;3.3074;78.6435;5.3537;81.1786;1.0197;2.7307;-4.6868;-10.73;5.601
9409;62.9907;3.7601;78.0904;4.0209;72.9153;0.8865;2.7257;-2.9764;2.485;4.8788
9410;94.4045;3.9322;103.7908;4.6435;56.8607;0.9914;1.5558;-11.9254;-47.6892;9.5583
9411;69.3711;6.8236;125.466;4.5306;68.4943;0.8;1.105;-10.4796;-53.959;10.8599
9412;53.6681;3.3645;150.66;5.7168;71.3699;0.9145;1.2742;-12.1751;-53.5583;10.7662
9413;80.0565;7.3235;64.1271;4.8388;84.7874;0.8008;1.9819;-5.109;-17.5006;6.0607
9414;62.7165;4.9529;100.6436;1.7363;62.1247;1.2319;1.1751;-19.7947;-68.204;15.7252
9415;47.961;4.3933;113.022;2.5119;57.01;1.1599;0.9009;-19.4923;-74.111;19.3132
9416;53.9301;3.3032;107.6718;2.9738;76.6316;0.9896;1.4686;-12.5627;-50.5326;10.1077
9417;101.2128;2.9059;128.7023;5.2848;48.491;1.0032;1.2539;-14.0173;-58.3365;12.0009
9418;76.9158;5.0;117.8077;5.4353;53.0256;1.0457;1.1094;-16.1613;-64.6362;14.1387
9419;71.9397;3.9352;78.1629;7.1055;46.2336;0.913;1.3189;-11.9084;-51.844;10.3829
9420;65.5019;7.5606;77.5926;3.0784;46.4919;0.8;0.8539;-12.1486;-64.4197;14.0527
9421;75.2587;4.1857;108.1246;6.5639;61.3161;0.9342;1.2614;-12.5488;-54.9916;11.109
9422;75.0442;4.3021;128.0981;1.6932;47.711;1.1025;0.7099;-19.5857;-78.5353;23.2941
9423;75.259;3.772;103.6505;4.6266;65.9379;1.2098;1.5199;-17.2152;-58.1222;11.9395
9424;72.0672;6.2565;67.4028;4.9678;56.1772;1.0145;1.8967;-10.0341;-37.6764;8.0226
9425;85.6384;3.8155;76.967;4.9624;35.1376;0.8864;1.1063;-12.3865;-58.3944;12.0176
9426;70.4159;3.0294;118.8722;4.1356;55.85;1.1186;1.0895;-17.7119;-67.5331;15.4003
9427;52.3971;6.971;91.6529;4.7768;49.1764;1.0354;0.7455;-17.7989;-75.9985;20.832
9428;58.9764;4.8221;102.9928;2.7472;48.9169;0.812;0.9265;-11.713;-61.9658;13.1461
9429;34.3777;4.788;130.5198;5.8977;59.1795;0.8;1.0573;-11.0199;-55.9463;11.3498
9430;106.4827;4.9127;74.0409;4.9747;51.5396;0.8979;1.8216;-7.6359;-32.3774;7.394
9431;85.5296;5.676;90.1621;5.1434;42.6866;1.3565;1.0597;-23.1478;-73.9592;19.2007
9432;55.0587;3.2412;87.7465;4.1815;57.2682;1.1175;1.3673;-15.7129;-59.2166;12.2599
9433;64.9268;1.3966;109.2917;4.108;60.1104;1.3456;1.6768;-18.4266;-58.4611;12.0369
9434;58.5362;6.451;121.3152;5.3871;66.5534;0.9932;0.8624;-16.4991;-71.0569;17.2753
9435;97.7658;2.2497;69.0688;6.985;82.1213;0.9924;3.9529;4.5775;32.776;3.7657
9436;44.4422;5.699;99.8617;2.5096;66.2465;0.8;0.9297;-11.8356;-61.2628;12.9075
9437;72.0606;1.8982;124.2757;2.4339;35.648;0.8;0.7868;-12.9829;-67.2168;15.2517
9438;68.0465;3.5547;62.8954;4.9993;53.7957;1.0965;2.593;-8.5697;-21.1707;6.3428
9439;84.8831;1.7235;98.4031;4.1017;69.5565;1.039;2.1698;-8.9296;-30.3907;7.1829
9440;68.1278;4.3633;73.7901;4.7862;38.7572;0.8;1.118;-10.7942;-53.4156;10.7332
9441;38.3522;5.1972;85.181;4.5643;62.8605;1.0268;1.8041;-11.5095;-41.4298;8.5368
9442;65.4799;2.5178;60.0;5.533;76.4027;1.2227;3.5331;-3.9348;-3.6826;5.1912
9443;52.5011;3.5357;141.6492;4.1708;53.6336;1.0649;0.8169;-17.9446;-74.4296;19.5538
9444;71.4324;7.8461;91.4885;2.7877;74.5067;0.899;1.1158;-12.6725;-58.6261;12.0849
9445;95.8152;3.9106;81.726;3.4152;71.0922;0.8;2.098;-4.5358;-12.5819;5.7196
9446;38.6903;6.3763;108.5528;4.3593;85.9255;1.0843;1.1432;-16.7291;-64.8551;14.2268
9447;55.596;7.7995;77.0606;2.7175;55.0203;0.837;0.9843;-12.2874;-60.798;12.7545
9448;60.0515;8.6939;75.2532;4.5447;63.7244;1.1076;1.0715;-17.4935;-67.7556;15.5066
9449;63.1306;7.3997;145.8753;4.6911;73.7187;1.1499;0.6939;-20.6604;-79.884;24.8558
9450;83.3223;3.2626;157.1712;4.0633;69.5311;1.2022;1.2067;-18.8845;-66.5414;14.9438
9451;66.8762;8.4224;86.2417;4.9138;70.6906;1.0792;1.2798;-15.8138;-60.4702;12.6487
9452;77.4844;6.4679;130.583;2.1786;59.4845;0.9331;0.7923;-15.4105;-71.6986;17.667
9453;58.7361;6.7094;109.3092;3.1702;76.6548;1.1243;0.9355;-18.6242;-72.2639;18.027
9454;74.1386;1.1003;70.2256;2.886;55.9216;0.8164;2.4234;-2.3826;-1.0485;5.053
9455;84.0004;8.2555;79.292;5.9198;74.0153;1.3023;1.3663;-19.4291;-65.0273;14.2969
9456;56.8186;6.1585;147.3698;8.0592;44.9541;0.8724;0.6503;-14.8569;-75.152;20.1223
9457;84.0644;6.0719;69.9983;3.2788;57.4218;1.4367;1.3661;-23.1797;-68.3054;15.7756
9458;70.9427;1.8915;176.8709;4.2471;53.229;0.9514;0.8507;-15.4278;-70.1952;16.7758
9459;88.8183;2.8502;86.6892;3.5599;37.406;1.104;1.0908;-17.1118;-67.0653;15.1815
9460;66.3744;8.4158;148.4687;4.9318;72.6402;1.0255;0.6951;-18.0071;-77.4052;22.129
9461;76.8624;4.2376;92.6454;3.6874;62.1625;0.8;1.5137;-7.8503;-36.9282;7.9275
9462;69.2691;3.6721;122.1373;5.0242;76.4677;1.1132;1.8726;-12.7153;-43.9293;8.9173
9463;68.2682;6.7375;141.7307;5.5975;55.0074;0.8574;0.8749;-13.1559;-65.9887;14.701
9464;74.6607;1.9403;141.5508;2.7643;45.5153;0.9763;0.8489;-15.9651;-71.0161;17.2509
9465;79.6625;3.7732;86.4079;5.0073;57.1918;1.0095;1.55;-11.6721;-48.8185;9.7692
9466;47.5078;3.5567;80.7068;1.9089;60.384;0.8139;1.3969;-8.7191;-42.7921;8.74
9467;95.8054;3.4247;97.9902;4.2152;72.7076;0.8861;1.8356;-7.9414;-30.9507;7.2412
9468;36.5261;3.2148;72.2441;4.1145;69.0701;1.2856;1.9046;-16.047;-50.6158;10.1247
9469;57.6734;2.7337;106.1641;4.2563;63.6931;0.8;1.8756;-5.9198;-21.8502;6.398
9470;68.3032;2.5265;81.4485;4.1319;55.5685;1.1255;1.8947;-12.7722;-43.8846;8.9102
9471;77.4224;5.1099;131.0852;3.8576;64.7885;0.9271;0.9759;-14.3857;-64.9124;14.25
9472;98.3711;7.6848;86.7163;4.2013;59.0728;1.2213;1.1495;-18.9646;-68.625;15.9362
9473;36.5508;4.285;64.6899;4.9572;59.8158;1.1517;2.4527;-9.72;-29.0102;7.0433
9474;60.8615;3.1674;141.9392;4.9994;57.5541;0.8703;0.9319;-13.2647;-64.3084;14.0089
9475;31.717;2.4442;104.6909;4.7728;43.318;1.1468;0.8804;-19.5102;-74.4099;19.5388
9476;70.5692;6.6391;100.731;3.7396;46.5558;0.8923;0.7257;-14.8767;-72.8896;18.4431
9477;74.8903;8.6231;131.4687;6.2205;77.3966;1.4079;0.7055;-26.2241;-83.2962;29.9333
9478;98.6343;3.4212;124.3455;6.888;67.3408;1.0244;1.5357;-12.5178;-50.0279;10.0056
9479;72.1714;3.1333;82.6576;2.6674;65.3211;0.9346;2.0154;-7.5741;-28.1172;6.9558
9480;88.7925;4.8521;89.3646;4.8464;39.7151;0.9194;1.2472;-12.0045;-54.7833;11.0579
9481;80.5091;6.1347;75.7116;3.8978;81.8953;0.9314;1.8885;-8.3774;-32.4092;7.3975
9482;62.1655;3.9821;69.3424;5.9884;65.3506;0.943;1.9532;-7.9964;-30.9582;7.242
9483;44.6387;5.0401;115.5633;4.5811;67.2232;1.1545;1.4071;-16.6785;-59.3716;12.3067
9484;74.95;5.6584;110.3014;4.6798;61.6521;0.9054;0.9909;-13.3652;-63.5198;13.7061
9485;43.1422;8.3812;120.95;5.3425;62.1744;0.8455;0.8867;-13.1686;-65.0384;14.3014
9486;93.3137;2.4798;137.7681;4.1537;75.2229;1.2395;1.5436;-17.6635;-58.4895;12.0452
9487;67.0829;9.5828;121.3633;7.1162;68.1185;1.3128;0.6995;-24.4193;-82.2399;28.153
9488;91.5132;3.6422;124.0935;5.3646;48.3344;0.8557;0.9943;-12.4258;-61.2642;12.9079
9489;61.3561;5.7096;60.0;5.9974;50.4219;0.9433;1.5207;-10.6927;-46.2629;9.3046
9490;74.8393;4.6676;92.6125;4.2692;55.8644;1.2824;1.207;-19.9868;-68.6249;15.9362
9491;73.7683;4.1574;127.2704;4.4157;82.7855;1.0962;1.3557;-15.6458;-58.7751;12.1286
9492;69.1892;5.5192;74.673;5.8174;65.1942;1.3768;2.2618;-15.8112;-45.2381;9.1304
9493;62.2121;3.661;102.3182;5.6668;82.0507;1.1499;1.9102;-12.9368;-44.6292;9.03
9494;77.0642;2.2306;113.8676;2.727;68.6165;1.1018;1.5441;-14.5629;-53.2853;10.7033
9495;53.3291;4.17;111.7075;4.7914;71.0593;0.9301;1.2628;-13.0537;-54.7443;11.0483
9496;48.2302;4.3615;109.6583;5.3108;64.9362;0.8225;1.2956;-9.8319;-47.494;9.5227
9497;92.3709;2.6898;116.1518;4.4045;56.5122;0.8;1.3364;-9.377;-44.3155;8.9792
9498;83.089;7.9309;104.6222;5.1684;85.9879;0.9941;1.3057;-13.4588;-56.2172;11.42
9499;71.186;2.8243;69.3689;4.468;32.8258;1.3254;1.0929;-22.2764;-72.515;18.1917
9500;99.9726;3.7321;113.5121;1.2299;31.821;0.8109;0.6691;-13.5087;-72.4984;18.1807
